student_name,age,gender,region,internet_access_type,education_level,employment_status,device_type,weekly_study_hours,learning_goal,prior_courses_completed,course_name,course_category,difficulty_level,total_modules,total_quizzes,course_duration_weeks,enrollment_date,completion_status,login_date,session_duration_minutes,modules_accessed,videos_watched,total_posts,avg_session_duration,assessment_type,score_obtained,quiz_avg_score,assignment_avg_score,satisfaction_rating,engagement_score,performance_score,study_consistency,course_load_ratio,activity_rate
None,47.0,Male,Region Iii,Broadband,College,Employed,Laptop,13.7,Skill Upgrade,4.0,Python For Beginners,Math,Advanced,7.0,14.0,19.0,2024-11-04,Completed,2024-04-17,100.3,19.0,30.0,18.0,77.5,Quiz,56.0,95.91,95.55,1.0,22.333333333333332,95.72999999999999,1061.75,1.0,1905.7
Kendra Hickman,49.0,Male,Ncr,Limited,High School,Student,Mobile,14.4,Career Change,12.0,Python For Beginners,Math,Intermediate,24.0,8.0,14.0,2022-07-06,Dropped,2022-03-06,63.3,16.0,8.0,15.0,92.2,Quiz,78.8,48.1,92.23,3.0,13.0,70.165,1327.68,0.6666666666666666,1012.8
Laura Taylor,53.0,Non-Binary,Region Iv-A,Broadband,College,Unemployed,Laptop,6.7,Career Change,2.0,Python For Beginners,Science,Beginner,28.0,3.0,9.0,,Completed,2024-04-11,156.5,16.0,8.0,26.0,110.7,Quiz,31.36,42.46,37.12,3.0,16.666666666666668,39.79,741.69,0.5714285714285714,2504.0
Jesse Hutchinson,33.0,Female,Region Xi,Broadband,College,Unemployed,Desktop,8.1,Academic Requirement,10.0,Digital Marketing,Arts,Intermediate,12.0,16.0,11.0,2022-04-11,Ongoing,2024-07-02,143.2,2.0,29.0,9.0,93.5,Assignment,32.06,86.77,97.31,1.0,13.333333333333334,92.03999999999999,757.35,0.16666666666666666,286.4
Martin Smith,45.0,Male,Ncr,Mobile,High School,Student,Laptop,19.1,Career Change,7.0,Digital Marketing,Arts,Intermediate,16.0,14.0,11.0,,Completed,2024-12-26,66.2,1.0,45.0,30.0,35.5,Quiz,137.27875,63.13,30.23,3.0,25.333333333333332,46.68,678.0500000000001,0.0625,66.2
Kathryn Cruz,47.0,Male,Ncr,Broadband,Graduate,Unemployed,Mobile,16.3,Personal Interest,13.0,Machine Learning A-Z,Math,Beginner,10.0,20.0,6.0,2022-01-09,Ongoing,2024-11-03,34.2,20.0,27.0,29.0,23.3,Quiz,41.02,35.35,72.22,2.0,25.333333333333332,53.785,379.79,1.0,684.0
Matthew Hudson,41.0,Male,Ncr,Broadband,College,Student,Tablet,6.4,Career Change,2.0,Data Science Fundamentals,IT,Beginner,15.0,18.0,19.0,2023-12-05,Completed,2024-06-06,126.8,22.0,17.0,12.0,13.8,Final Exam,38.06,35.45,30.18,2.0,17.0,32.815,88.32000000000001,1.0,2789.6
Crystal Juarez,26.0,Male,Ncr,Limited,High School,Employed,Desktop,12.5,Skill Upgrade,3.0,Python For Beginners,IT,Intermediate,19.0,4.0,20.0,,Dropped,2023-07-19,48.7,5.0,49.0,15.0,94.9,Quiz,65.84,57.48,61.68,2.0,23.0,59.58,1186.25,0.2631578947368421,243.5
David Brown,38.0,Other,Region Viii,Mobile,Graduate,Unemployed,Laptop,14.1,Personal Interest,6.0,Web Development Bootcamp,Arts,Intermediate,13.0,10.0,12.0,2024-02-02,Ongoing,2023-07-22,113.0,25.0,20.0,6.0,173.7,Assignment,94.13,76.61,96.12,3.0,17.0,86.36500000000001,2449.1699999999996,1.0,2825.0
Jake Schneider,35.5,Female,Region V,Broadband,College,Student,Tablet,15.9,Personal Interest,13.0,Ui/Ux Design Principles,Math,Beginner,7.0,18.0,4.0,,Dropped,2023-04-26,105.4,16.0,46.0,19.0,167.7,Quiz,97.0,44.69,68.03,5.0,27.0,56.36,2666.43,1.0,1686.4
Caroline Meyers,39.0,Female,Ncr,Mobile,College,Employed,Laptop,18.9,Personal Interest,4.0,Mobile App Development,Business,Advanced,13.0,15.0,9.0,2023-12-05,Completed,2024-07-02,99.2,9.0,48.0,11.0,113.4,Assignment,36.82,47.0,95.67,5.0,22.666666666666668,71.33500000000001,2143.2599999999998,0.6923076923076923,892.8000000000001
Jasmine Moreno,51.0,Female,Ncr,Mobile,Graduate,Student,Mobile,18.5,Academic Requirement,7.0,Data Science Fundamentals,IT,Beginner,30.0,18.0,34.0,,Completed,2023-03-13,94.8,19.0,31.0,11.0,117.9,Assignment,67.02,55.0,94.74,4.0,20.333333333333332,74.87,2181.15,0.6333333333333333,1801.2
Lindsay Jackson,27.0,Female,Region Xi,Mobile,High School,Employed,Laptop,10.5,Personal Interest,12.0,Digital Marketing,Science,Advanced,28.0,5.0,12.0,,Dropped,2024-07-09,94.9,12.0,25.0,26.0,268.7875,Final Exam,72.99,56.34,87.87,3.0,21.0,72.105,2822.26875,0.42857142857142855,1138.8000000000002
Mark Castillo,16.0,Female,Region V,Mobile,College,Employed,Mobile,3.3,Personal Interest,1.0,Digital Marketing,Business,Advanced,11.0,3.0,4.0,2024-05-08,Dropped,2022-07-02,100.1,21.0,35.0,1.0,48.8,Assignment,91.73,64.08,45.35,3.0,19.0,54.715,161.04,1.0,2102.1
Albert Murphy,28.0,Non-Binary,Region Vii,Limited,College,Unemployed,Tablet,6.6,Skill Upgrade,3.0,Cloud Computing Basics,IT,Beginner,12.0,5.0,10.0,,Dropped,2024-05-07,73.2,23.0,23.0,20.0,54.9,Quiz,77.67,95.74,94.64,2.0,22.0,95.19,362.34,1.0,1683.6000000000001
David Booker,53.0,Male,Ncr,Broadband,College,Student,Laptop,5.9,Skill Upgrade,11.0,Cybersecurity Essentials,Math,Beginner,9.0,20.0,19.0,,Dropped,2023-05-22,125.0,27.0,32.0,0.0,88.2,Quiz,45.68,86.17,64.42,5.0,19.666666666666668,75.295,520.38,1.0,3375.0
Tiffany Bell,20.0,Male,Region Vii,Mobile,College,Employed,Mobile,16.6,Academic Requirement,7.0,Data Science Fundamentals,IT,Intermediate,27.0,14.0,22.0,,Completed,2022-12-29,115.5,25.0,16.0,26.0,12.0,Assignment,84.29,65.45,50.15,2.0,22.333333333333332,57.8,199.20000000000002,0.9259259259259259,2887.5
Adam Carpenter,33.0,Female,Metro Manila,Mobile,College,Student,Laptop,2.2,Skill Upgrade,9.0,Python For Beginners,IT,Advanced,13.0,7.0,13.0,,Completed,2023-01-09,156.2,-14.0,4.0,13.0,148.0,Quiz,63.92,38.85,32.0,2.0,1.0,35.425,325.6,0.0,-2186.7999999999997
John Smith,29.0,Non-Binary,Region Viii,Broadband,High School,Employed,Mobile,14.4,Personal Interest,8.0,Ui/Ux Design Principles,IT,Intermediate,25.0,6.0,19.0,2023-02-02,Ongoing,2024-01-03,63.8,2.0,46.0,30.0,66.5,Quiz,34.13,33.42,37.02,5.0,26.0,35.22,957.6,0.08,127.6
Tami Perez,16.0,Female,Region Iv-A,Broadband,College,Student,Desktop,10.5,Career Change,1.0,Ui/Ux Design Principles,IT,Intermediate,17.0,3.0,17.0,,Dropped,2024-03-13,22.0,13.0,31.0,10.0,90.0,Quiz,-6.691250000000011,44.48,73.4,3.0,18.0,58.94,945.0,0.7647058823529411,286.0
Lisa Jones,17.0,Female,Region Ii,Broadband,College,Student,Laptop,1.0,Academic Requirement,2.0,Digital Marketing,IT,Beginner,15.0,15.0,22.0,,Completed,2022-10-03,128.9,45.5,31.0,3.0,164.4,Assignment,57.19,-3.8287500000000207,62.73,4.0,26.5,29.450624999999988,164.4,1.0,5864.95
Lori Lee,50.0,Male,Region Vii,Broadband,College,Employed,Mobile,9.1,Skill Upgrade,8.0,Cloud Computing Basics,IT,Intermediate,5.0,8.0,17.0,2022-02-03,Completed,2024-03-23,36.3,2.0,1.0,24.0,110.0,Assignment,49.57,31.09,92.29,4.0,9.0,61.690000000000005,1001.0,0.4,72.6
Timothy Jenkins,40.0,Female,Ncr,Broadband,High School,Employed,Laptop,1.4,Academic Requirement,0.0,Python For Beginners,Business,Beginner,7.0,7.0,18.0,,Completed,2023-08-06,104.0,25.0,39.0,24.0,21.9,Assignment,59.38,53.61,132.58625,5.0,29.333333333333332,93.09812500000001,30.659999999999997,1.0,2600.0
John Thompson,49.0,Male,Region Iii,Broadband,College,Student,Mobile,8.0,,6.0,Digital Marketing,Arts,Advanced,8.0,10.0,15.0,,Dropped,2024-02-08,162.7,26.0,19.0,20.0,169.0,Quiz,41.44,74.23,49.23,3.0,21.666666666666668,61.730000000000004,1352.0,1.0,4230.2
Bryan Holmes,48.0,Female,Region Viii,Mobile,College,Student,Mobile,1.2,Academic Requirement,7.0,Python For Beginners,Math,Advanced,29.0,8.0,21.0,2024-11-03,Completed,2023-11-21,81.0,45.5,14.0,7.0,162.2,Final Exam,38.53,57.68,48.22,5.0,22.166666666666668,52.95,194.64,1.0,3685.5
Alyssa Herrera,29.0,Male,Ncr,Limited,High School,Student,Laptop,14.8,Career Change,14.0,Python For Beginners,IT,Intermediate,6.0,20.0,23.0,,Dropped,2024-10-05,122.2,4.0,15.0,7.0,160.1,Quiz,74.67,82.39,71.74,5.0,8.666666666666666,77.065,2369.48,0.6666666666666666,488.8
Donna Smith,49.0,Female,Ncr,Broadband,College,Unemployed,Mobile,10.5,Personal Interest,5.0,Digital Marketing,IT,Intermediate,14.0,11.0,22.0,,Completed,2022-05-25,70.9,16.0,34.0,30.0,85.8,Final Exam,60.05,47.69,54.68,1.0,26.666666666666668,51.185,900.9,1.0,1134.4
Joseph Todd,21.0,Male,Region Ii,Broadband,College,Employed,Laptop,12.0,Academic Requirement,10.0,Ui/Ux Design Principles,IT,Intermediate,13.0,10.0,6.0,2024-06-11,Completed,2022-11-30,131.3,20.0,25.0,15.0,171.8,Quiz,94.3,63.78,70.99,1.0,20.0,67.38499999999999,2061.6000000000004,1.0,2626.0
Michael Stevens,26.0,Male,Ncr,Limited,Graduate,Unemployed,Mobile,18.5,Personal Interest,12.0,Python For Beginners,Business,Advanced,13.0,29.5,12.0,2023-08-12,Dropped,2024-05-07,126.3,12.0,9.0,15.0,69.6,Assignment,40.6,54.39,49.09,4.0,12.0,51.74,1287.6,0.9230769230769231,1515.6
Ann Davila,19.0,Male,Region Xii,Broadband,High School,Employed,Desktop,12.9,Personal Interest,3.0,Ui/Ux Design Principles,Math,Advanced,12.0,16.0,17.0,,Ongoing,2024-09-27,94.9,16.0,8.0,4.0,108.4,Final Exam,69.35,40.08,35.22,3.0,9.333333333333334,37.65,1398.3600000000001,1.0,1518.4
James Wiley,39.0,Female,Region Vi,Mobile,College,Student,Tablet,19.3,Personal Interest,2.0,Mobile App Development,IT,Intermediate,10.0,29.5,10.0,,Completed,2022-12-01,38.1,23.0,44.0,12.0,170.9,Assignment,59.55,48.95,37.61,1.0,26.333333333333332,43.28,3298.3700000000003,1.0,876.3000000000001
Paula Evans,32.0,Female,Region Vi,Mobile,College,Employed,Desktop,12.9,Career Change,23.0,Web Development Bootcamp,Arts,Beginner,30.0,13.0,20.0,,Dropped,2022-10-05,131.4,5.0,6.0,8.0,94.9,Final Exam,89.37,31.65,57.72,3.0,6.333333333333333,44.685,1224.21,0.16666666666666666,657.0
Mary Evans,54.0,Other,Ncr,Mobile,College,Employed,Mobile,16.8,Career Change,1.0,Python For Beginners,Math,Intermediate,43.5,20.0,12.0,,Completed,2024-07-27,97.6,-14.5,4.0,21.0,84.0,Quiz,91.99,55.9,38.01,2.0,3.5,46.955,1411.2,0.0,-1415.1999999999998
Scott Woods,21.0,Female,Region Iii,Mobile,College,Employed,Desktop,6.9,Academic Requirement,1.0,Data Science Fundamentals,Science,Intermediate,22.0,16.0,10.0,,Completed,2023-03-08,17.3,30.0,33.0,24.0,48.0,Final Exam,50.41,96.35,40.83,4.0,29.0,68.59,331.20000000000005,1.0,519.0
Jeffrey Brennan,16.0,Female,Ncr,Mobile,College,Student,Tablet,12.4,Academic Requirement,10.0,Mobile App Development,Science,Beginner,29.0,8.0,6.0,,Ongoing,2022-03-19,99.8,15.0,38.0,30.0,107.6,Assignment,66.48,94.43,44.26,7.0,27.666666666666668,69.345,1334.24,0.5172413793103449,1497.0
None,35.0,Male,Region X,Limited,College,Student,Laptop,14.7,Personal Interest,15.0,Business Analytics,IT,Intermediate,9.0,3.0,6.0,2023-09-12,Ongoing,2024-09-04,20.8,11.0,4.0,0.0,154.2,Final Exam,52.81,46.24,65.445,5.0,5.0,55.8425,2266.74,1.0,228.8
Tiffany Watkins,18.0,Female,Region Vii,Mobile,College,Student,Mobile,7.7,Skill Upgrade,3.0,Cloud Computing Basics,IT,Advanced,43.5,7.0,20.0,2022-03-06,Ongoing,2024-04-12,82.4,23.0,40.0,23.0,113.6,Assignment,42.31,51.84,81.65,3.0,28.666666666666668,66.745,874.72,0.5287356321839081,1895.2
Brian Cherry,37.0,Male,Region Vi,Broadband,Graduate,Student,Mobile,18.3,Career Change,13.0,Machine Learning A-Z,IT,Beginner,9.0,6.0,9.0,2023-02-12,Completed,2022-04-23,168.5,27.0,0.0,11.0,61.7,Assignment,31.1,94.6,90.97,1.0,12.666666666666666,92.785,1129.1100000000001,1.0,4549.5
Anthony Miller,24.0,Male,Region Vii,Mobile,Graduate,Student,Mobile,3.5,Skill Upgrade,3.0,Python For Beginners,Arts,Intermediate,9.0,12.0,24.0,,Dropped,2024-10-02,128.5,11.0,49.0,18.0,99.4,Quiz,32.87,56.46,90.34,3.0,26.0,73.4,347.90000000000003,1.0,1413.5
Susan Sanford,39.0,Non-Binary,Region Iv-A,Broadband,College,Employed,Tablet,18.6,Career Change,2.0,Cybersecurity Essentials,Science,Intermediate,14.0,3.0,16.0,2024-12-12,Ongoing,2024-05-11,23.3,23.0,8.0,27.0,63.1,Quiz,62.88,51.23,61.96,5.0,19.333333333333332,56.595,1173.66,1.0,535.9
Andrew Rice,40.0,Female,Region Vi,Mobile,High School,Employed,Laptop,5.1,Career Change,1.0,Python For Beginners,Arts,Intermediate,23.0,4.0,7.0,,Dropped,2023-10-11,164.1,10.0,21.0,25.0,46.6,Quiz,54.66,133.78125000000003,65.445,3.0,18.666666666666668,99.61312500000001,237.66,0.43478260869565216,1641.0
Randall Armstrong,52.0,Non-Binary,Region Xi,Broadband,High School,Employed,Laptop,5.0,Career Change,3.0,Python For Beginners,IT,Intermediate,21.0,16.0,19.0,,Completed,2024-05-07,128.6,21.0,41.0,23.0,151.7,Assignment,31.22,97.37,95.66,4.0,28.333333333333332,96.515,758.5,1.0,2700.6
Brandy Banks,41.0,Male,Region Iv-A,Limited,College,Student,Mobile,3.3,Skill Upgrade,2.0,Business Analytics,IT,Intermediate,18.0,9.0,23.0,,Dropped,2023-03-25,80.2,45.5,11.0,9.0,10.7,Assignment,98.33,65.24,48.13,-1.0,21.833333333333332,56.685,35.309999999999995,1.0,3649.1
Lucas Peters,19.0,Female,Region Iv-A,Broadband,College,Student,Laptop,9.5,Career Change,14.0,Machine Learning A-Z,Business,Intermediate,-8.5,9.0,17.0,,Completed,2024-11-02,94.9,45.5,7.0,27.0,145.3,Quiz,47.54,67.23,76.29,4.0,26.5,71.76,1380.3500000000001,0.0,4317.95
Stacy Daugherty,39.0,Female,Region Viii,Mobile,College,Unemployed,Desktop,8.6,Personal Interest,7.0,Cloud Computing Basics,IT,Beginner,12.0,6.0,18.0,2023-05-02,Completed,2022-05-31,19.1,10.0,14.0,25.0,61.2,Quiz,75.53,94.17,67.99,3.0,16.333333333333332,81.08,526.32,0.8333333333333334,191.0
Benjamin Reed,42.0,Female,Ncr,Broadband,College,Student,Tablet,18.2,Academic Requirement,12.0,Digital Marketing,Math,Beginner,12.0,14.0,16.0,2022-11-01,Dropped,2022-09-28,63.7,24.0,35.0,26.0,67.4,Quiz,38.79,64.89500000000001,74.43,4.0,28.333333333333332,69.66250000000001,1226.68,1.0,1528.8000000000002
James Johnson,42.0,Female,Caraga,Broadband,College,Employed,Laptop,12.5,Career Change,0.0,Ui/Ux Design Principles,Business,Advanced,8.0,18.0,14.0,2023-12-05,Completed,2023-11-15,30.3,10.0,25.0,8.0,77.8,Quiz,32.76,41.32,49.09,3.0,14.333333333333334,45.205,972.5,1.0,303.0
Eugene Church,32.0,Female,Region Iii,Mobile,College,Employed,Mobile,11.9,Career Change,9.0,Business Analytics,Business,Intermediate,15.0,20.0,24.0,,Dropped,2022-06-21,50.2,11.0,41.0,11.0,43.7,Quiz,94.35,48.16,37.41,1.0,21.0,42.785,520.0300000000001,0.7333333333333333,552.2
John Jackson,51.0,Male,Region Ii,Mobile,College,Employed,Desktop,15.4,Career Change,7.0,Data Science Fundamentals,Business,Beginner,9.0,11.0,14.0,,Ongoing,2024-10-10,169.1,22.0,75.5,1.0,167.1,Quiz,33.16,97.94,42.92,4.0,32.833333333333336,70.43,2573.34,1.0,3720.2
Jonathan Reese,26.0,Female,Region Vii,Limited,Graduate,Student,Tablet,2.9,Skill Upgrade,9.0,Data Science Fundamentals,IT,Advanced,6.0,7.0,14.0,,Completed,2024-10-22,94.4,11.0,42.0,9.0,112.0,Quiz,76.94,88.82,90.39,1.0,20.666666666666668,89.60499999999999,324.8,1.0,1038.4
Heidi Wade,23.0,Female,Region Ii,Limited,High School,Employed,Desktop,29.45,Academic Requirement,11.0,Python For Beginners,Science,Intermediate,16.0,4.0,16.0,,Completed,2023-02-17,49.5,8.0,48.0,26.0,158.3,Quiz,47.04,87.77,79.25,2.0,27.333333333333332,83.50999999999999,4661.935,0.5,396.0
Christy Hall,52.0,Female,Region Iv-A,Broadband,College,Student,Laptop,7.8,Personal Interest,15.0,Business Analytics,Business,Advanced,8.0,7.0,19.0,,Completed,2024-10-01,128.7,4.0,38.0,13.0,172.7,Quiz,93.76,77.04,60.63,1.0,18.333333333333332,68.83500000000001,1347.06,0.5,514.8
Nancy Williams,16.0,Female,Region V,Broadband,College,Student,Tablet,15.6,Personal Interest,2.0,Python For Beginners,Science,Beginner,18.0,29.5,24.0,2024-03-06,Dropped,2022-10-20,169.1,2.0,5.0,25.0,164.6,Quiz,52.86,59.5,51.39,2.0,10.666666666666666,55.445,2567.7599999999998,0.1111111111111111,338.2
Jennifer Walker,37.0,Female,Region Iv-A,Mobile,College,Unemployed,Laptop,3.0,Career Change,12.0,Python For Beginners,Science,Intermediate,26.0,6.0,9.0,2023-05-07,Ongoing,2023-10-19,158.1,23.0,40.0,29.0,63.7,Quiz,54.33,77.71,32.89,4.0,30.666666666666668,55.3,191.10000000000002,0.8846153846153846,3636.2999999999997
Curtis Brown,28.0,Female,Region Xi,Mobile,College,Employed,Laptop,3.1,Career Change,10.0,Business Analytics,Arts,Intermediate,10.0,9.0,13.0,2022-04-01,Ongoing,2024-09-25,94.9,16.0,12.0,2.0,17.8,Final Exam,87.22,83.48,89.18,1.0,10.0,86.33000000000001,55.18000000000001,1.0,1518.4
Kelly Bell,54.0,Female,Region X,Mobile,High School,Student,Mobile,29.45,Academic Requirement,11.0,Data Science Fundamentals,IT,Beginner,10.0,11.0,9.0,2024-09-01,Completed,2022-02-16,46.7,28.0,35.0,12.0,76.7,Final Exam,92.24,68.38,59.99,3.0,25.0,64.185,2258.815,1.0,1307.6000000000001
Mark Craig,43.0,Female,Region Xi,Mobile,College,Unemployed,Tablet,1.8,Academic Requirement,1.0,Machine Learning A-Z,Business,Intermediate,23.0,13.0,11.0,,Ongoing,2023-02-25,56.9,12.0,18.0,27.0,17.0,Quiz,65.33,64.15,90.53,5.0,19.0,77.34,30.6,0.5217391304347826,682.8
Andrew Reed,23.0,Non-Binary,Ncr,Mobile,Post Graduate,Employed,Mobile,8.0,Skill Upgrade,13.0,Machine Learning A-Z,Science,Intermediate,12.0,20.0,5.0,,Dropped,2022-12-09,162.2,24.0,1.0,17.0,14.9,Quiz,33.07,77.25,55.15,4.0,14.0,66.2,119.2,1.0,3892.7999999999997
Kevin Macdonald,39.0,Male,Region V,Broadband,College,Student,Laptop,13.4,Career Change,14.0,Web Development Bootcamp,IT,Advanced,18.0,6.0,14.0,2022-04-12,Ongoing,2022-02-13,147.7,18.0,41.0,20.0,35.6,Quiz,77.97,74.82,65.445,1.0,26.333333333333332,70.1325,477.04,1.0,2658.6
Stephanie Gregory,33.0,Female,Region Iv-A,Limited,High School,Unemployed,Mobile,6.2,Academic Requirement,15.0,Python For Beginners,IT,Beginner,22.0,11.0,9.0,2024-04-09,Ongoing,2023-05-20,110.0,24.0,30.0,23.0,147.9,Final Exam,86.34,92.92,57.66,3.0,25.666666666666668,75.28999999999999,916.98,1.0,2640.0
Russell Jones,52.0,Male,Region Xi,Broadband,Graduate,Unemployed,Laptop,14.5,Academic Requirement,9.0,Digital Marketing,IT,Beginner,8.0,15.0,14.0,,Completed,2023-04-15,173.8,22.0,22.0,15.0,268.7875,Assignment,80.98,94.63,52.2,1.0,19.666666666666668,73.41499999999999,3897.4187500000003,1.0,3823.6000000000004
Raymond Reid,30.0,Male,Ncr,Mobile,High School,Employed,Desktop,1.8,Career Change,10.0,Machine Learning A-Z,Science,Advanced,17.0,16.0,21.0,2022-05-06,Completed,2024-12-19,175.0,2.0,19.0,0.0,146.2,Assignment,87.02,39.82,80.2,-1.0,7.0,60.010000000000005,263.15999999999997,0.11764705882352941,350.0
Jessica Martinez,39.0,Male,Caraga,Limited,Graduate,Unemployed,Desktop,4.4,Personal Interest,9.0,Machine Learning A-Z,IT,Beginner,24.0,5.0,9.0,,Completed,2024-11-23,51.8,4.0,2.0,1.0,73.0,Assignment,61.73,33.0,93.7,2.0,2.3333333333333335,63.35,321.20000000000005,0.16666666666666666,207.2
Pamela Murphy,42.0,Female,Region V,Broadband,College,Student,Mobile,16.5,Career Change,13.0,Web Development Bootcamp,Business,Beginner,25.0,12.0,17.0,2022-08-01,Completed,2023-06-22,10.6,16.0,27.0,17.0,138.2,Assignment,65.56,65.33,50.63,3.0,20.0,57.980000000000004,2280.2999999999997,0.64,169.6
Erica Gibson,50.0,Non-Binary,Barmm,Mobile,College,Student,Desktop,4.5,Career Change,11.0,Ui/Ux Design Principles,Business,Beginner,30.0,12.0,17.0,,Ongoing,2023-10-29,96.3,24.0,7.0,11.0,46.5,Quiz,57.37,73.46,68.94,5.0,14.0,71.19999999999999,209.25,0.8,2311.2
Stephanie Morgan,23.0,Female,Ncr,Broadband,High School,Employed,Laptop,1.1,Personal Interest,4.0,Web Development Bootcamp,IT,Intermediate,24.0,12.0,11.0,2024-04-07,Ongoing,2024-05-23,261.9125,16.0,46.0,13.0,94.9,Final Exam,55.83,57.47,80.89,4.0,25.0,69.18,104.39000000000001,0.6666666666666666,4190.6
James Allen,54.0,Male,Region Xi,Broadband,High School,Employed,Desktop,9.0,Career Change,9.0,Cybersecurity Essentials,IT,Advanced,18.0,7.0,20.0,,Dropped,2023-08-19,261.9125,5.0,43.0,28.0,69.4,Quiz,58.55,36.43,36.06,3.0,25.333333333333332,36.245000000000005,624.6,0.2777777777777778,1309.5625
Denise Medina,41.0,Other,Region X,Mobile,Post Graduate,Unemployed,Tablet,10.6,Career Change,13.0,Python For Beginners,IT,Intermediate,5.0,17.0,14.0,,Completed,2022-09-28,12.5,19.0,28.0,18.0,67.1,Quiz,55.62,31.81,69.58,2.0,21.666666666666668,50.695,711.2599999999999,1.0,237.5
Christopher Pacheco,16.0,Male,Ncr,Broadband,Graduate,Employed,Mobile,8.2,Skill Upgrade,6.0,Python For Beginners,Business,Beginner,5.0,9.0,14.0,2024-09-05,Ongoing,2024-10-03,94.9,13.0,35.0,20.0,15.7,Assignment,91.99,50.73,87.84,5.0,22.666666666666668,69.285,128.73999999999998,1.0,1233.7
Lisa Perez,24.0,Female,Region I,Mobile,College,Unemployed,Laptop,16.1,Personal Interest,5.0,Cloud Computing Basics,Science,Intermediate,19.0,12.0,23.0,,Ongoing,2023-07-11,124.5,23.0,-18.0,7.0,35.6,Assignment,53.38,67.09,38.87,1.0,4.0,52.980000000000004,573.1600000000001,1.0,2863.5
Anthony Fuller,44.0,Other,Region V,Broadband,College,Employed,Mobile,18.9,Career Change,8.0,Ui/Ux Design Principles,Science,Advanced,10.0,16.0,4.0,,Ongoing,2023-07-09,97.8,2.0,42.0,30.0,101.1,Assignment,-6.691250000000011,81.45,89.4,5.0,24.666666666666668,85.42500000000001,1910.7899999999997,0.2,195.6
Morgan Mcmahon,33.0,Female,Region Xi,Broadband,College,Employed,Laptop,13.2,Career Change,2.0,Python For Beginners,Math,Intermediate,7.0,3.0,9.0,,Dropped,2023-06-16,58.9,15.0,43.0,20.0,109.1,Final Exam,85.97,95.46,76.46,5.0,26.0,85.96,1440.12,1.0,883.5
Erin Young,27.0,Female,Region Vii,Broadband,College,Student,Mobile,3.2,Academic Requirement,11.0,Cybersecurity Essentials,IT,Intermediate,15.0,18.0,15.0,2023-12-09,Completed,2023-07-02,88.6,17.0,3.0,23.0,268.7875,Quiz,72.55,61.64,132.58625,5.0,14.333333333333334,97.113125,860.1200000000001,1.0,1506.1999999999998
Erin Oneill,52.0,Male,Ncr,Broadband,College,Student,Mobile,11.8,Career Change,11.0,Web Development Bootcamp,IT,Intermediate,19.0,10.0,14.0,,Ongoing,2022-01-11,71.1,15.0,3.0,15.0,18.5,Final Exam,90.4,30.79,51.76,3.0,11.0,41.275,218.3,0.7894736842105263,1066.5
Michael Ramos,46.0,Female,Ncr,Mobile,College,Student,Laptop,-7.3,Academic Requirement,4.0,Cloud Computing Basics,Arts,Intermediate,16.0,12.0,5.0,,Ongoing,2022-02-13,83.0,17.0,31.0,23.0,145.9,Quiz,54.61,68.1,85.97,1.0,23.666666666666668,77.035,-1065.07,1.0,1411.0
Michelle Young,35.5,Female,Region Iii,Broadband,Graduate,Employed,Mobile,11.3,Skill Upgrade,8.0,Business Analytics,IT,Beginner,11.0,19.0,7.0,2023-02-03,Completed,2024-08-12,43.2,15.0,20.0,3.0,175.5,Final Exam,87.04,133.78125000000003,41.86,5.0,12.666666666666666,87.820625,1983.15,1.0,648.0
Jessica Horne,46.0,Non-Binary,Region Ix,Limited,High School,Employed,Desktop,3.7,Academic Requirement,1.0,Data Science Fundamentals,Business,Intermediate,17.0,10.0,5.0,,Ongoing,2024-12-06,62.6,28.0,12.0,2.0,179.8,Assignment,97.13,96.32,31.45,5.0,14.0,63.885,665.2600000000001,1.0,1752.8
Christina Collins,49.0,Female,Region Vii,Mobile,Graduate,Employed,Mobile,7.5,Personal Interest,13.0,Business Analytics,Math,Advanced,21.0,9.0,13.0,,Ongoing,2022-04-12,25.6,30.0,48.0,4.0,49.9,Quiz,54.95,85.21,72.14,4.0,27.333333333333332,78.675,374.25,1.0,768.0
Ashley Wright,42.0,Female,Region Xi,Mobile,High School,Student,Mobile,2.9,Skill Upgrade,4.0,Python For Beginners,Math,Beginner,43.5,3.0,11.0,,Dropped,2022-04-27,94.9,15.0,18.0,1.0,148.4,Final Exam,53.69,74.21,37.41,1.0,11.333333333333334,55.809999999999995,430.36,0.3448275862068966,1423.5
Nancy Dunn,42.0,Non-Binary,Region Vii,Limited,College,Unemployed,Laptop,-8.55,Skill Upgrade,5.0,Web Development Bootcamp,IT,Beginner,19.0,5.0,23.0,,Completed,2024-08-26,76.0,2.0,18.0,7.0,83.0,Final Exam,99.98,64.9,52.74,1.0,9.0,58.82000000000001,-709.6500000000001,0.10526315789473684,152.0
