student_name,age,gender,region,internet_access_type,education_level,employment_status,device_type,weekly_study_hours,learning_goal,prior_courses_completed,course_name,course_category,difficulty_level,total_modules,total_quizzes,course_duration_weeks,enrollment_date,completion_status,login_date,session_duration_minutes,modules_accessed,videos_watched,total_posts,avg_session_duration,assessment_type,score_obtained,quiz_avg_score,assignment_avg_score,satisfaction_rating
none,3243,Female,Region XI,limited,College,Unemployed,Mobile,19.1,Career Change,2,Cloud Computing Basics,Business,Intermediate,11,14,24,07/09/2023,Completed,,93.4,26,1,25,135.6,quiz,94.47,51.82,86.3,4
Jamie Baker,39,non-binary,Region VII,Broadband,College,Employed,Desktop,13.8,Academic Requirement,-2,UI/UX Design Principles,Business,Intermediate,23,7,21,07/11/2022,Dropped,30/01/2023,133.4,30,37,22,59.1,project,80.61,96.28,62,3
Daniel Arellano,50,Other,Region V,Broadband,Graduate,Freelancer,Desktop,10.2,Skill Upgrade,9,Python for Beginners,Arts,beginner,24,11,10,17/02/2022,Completed,05/07/2023,106.4,13,25,17,126.8,Quiz,55.47,794.75,99.14,3
Kristin Welch,50,F,N/A,Broadband,high school,Student,Laptop,13.6,Academic Requirement,0,Data Science Fundamentals,Business,Advanced,19,14,498,,Completed - No Certificate,13/05/2023,39,2,17,21,-110.5,Final Exam,89.45,46.39,53.82,4
Toni Stewart,27,Prefer not to say,Region II,Mobile,College,Student,Laptop,3.4,Skill Upgrade,4,Web Development Bootcamp,IT,Intermediate,5,17,14,,Ongoing,22/12/2022,152.2,28,24,10,132.8,Final Exam,96.8,33.68,67.53,1
Joanna Ross,29,Female,Region XI,Limited,College,Student,Mobile,9.1,Earn a certificate,7,Data Science Fundamentals,Math,Beginner,12,3,20,04/07/2022,none,03/07/2023,169.1,3,41,6,134.6,Final Exam,83.91,31.46,65.95,1
Bradley Branch,2862,Male,Region X,Limited,College,Student - full time,Laptop,,Personal Interest,0,Machine Learning A-Z,IT,Intermediate,20,15,9,27/02/2022,In-progress,05/05/2023,91.2,24,23,22,82.1,ASSIGNMENT,77.32,36.6,43.75,4
Daniel Simpson,20,Male,Region X,broadband,College,Unemployed,laptop,17.2,Career change or promotion,1,Data Science Fundamentals,Math,Advanced,14,14,21,23/05/2022,Completed,28/09/2022,123.2,24,8,21,173.9,Quiz,62.86,42.51,66.04,
Jeremy Griffin,48,Female,CARAGA,Limited,College,Employed,Desktop,4.9,Personal Interest,-11,UI/UX Design Principles,IT,Advanced,21,20,9,19/05/2022,Completed,07/05/2022,129.5,13,41,10,101.6,Assignment,99.99,71.3,95.14,3
Chloe Bell,51,Male,ncr,Mobile,High School,Unemployed,desktop,3.2,Skill Upgrade,5,Cloud Computing Basics,IT,Intermediate,9,17,9,04/03/2024,Dropped,16/09/2022,150.9,26,25,0,125.8,Quiz,36.8,32.14,65.59,5
Brandon Baker,55,Male,NCR,fiber,Highschool,employed,Phone,15.3,Skill Upgrade,9,Cloud Computing Basics,Information Technology,Intermediate,21,19,8,01/09/2024,Ongoing,18/06/2024,72.4,2,3,5,179.4,Final Exam,94.98,57.38,65.79,
Toni Moran,33,Male,Region IV-A,Broadband,High School,Student,Mobile,12.6,Skill Upgrade,,Machine Learning A-Z,Math,Inter,11,19,14,04/05/2024,Completed,14/04/2023,112.5,24,8,14,89.2,Assignment,69.75,,98.14,1
Thomas Reid,21,Female,Region XI,Broadband,Graduate,Student - full time,Phone,9.4,personal interest,11,Python for Beginners,IT,BEGINNER,27,12,7,10/04/2022,Ongoing,19/07/2022,142,28,16,2,38.7,Final Exam,81.06,32.19,50.43,2
Edward Lee,26,Female,Region XI,Limited,College,Employed,Mobile,,Skill Upgrade,9,Mobile App Development,Arts,Beginner,22,15,7,04/11/2022,ongoing,11/10/2024,,10,43,0,26.4,Final Exam,88.07,76.85,30.26,3
Travis Kelly,26,Male,Region III,Broadband,college,Employed,Laptop,7.5,Skill Upgrade,11,Machine Learning A-Z,Business,Advanced,27,11,19,19/11/2022,Completed,15/09/2022,152.1,14,6,15,97.5,Assignment,64.37,70.49,86.58,1
Tracey Anderson,24,Non-binary,NCR,mobile data,N/A,Student,Laptop,9.5,Earn a certificate,3,Business Analytics,Science,Intermediate,21,9,18,04/01/2023,Ongoing,28/01/2022,121.3,16,35,3,115.1,Quiz,94.64,57.49,74.82,3
Diana Lopez,18,Male,CAR,Limited,College,Student,Laptop,18,Skill Upgrade,12,Machine Learning A-Z,Business,Beginner,22,15,18,13/09/2022,Completed,28/01/2022,102,17,32,18,91.6,Quiz,61.59,99.59,92.14,5
Elizabeth Morgan,35,Male,NCR,Limited,High School,Working professional,Laptop,10.3,Career Change,2,Digital Marketing,Information Technology,Advanced,25,5,5,28/12/2023,completed,01/04/2022,32.9,11,49,-13,170.5,Assignment,41.72,82.32,72.27,4
Lindsay Roman,50,Female,Region V,Broadband,Graduate,Unemployed,Mobile,11,skill upgrade,10,Digital Marketing,IT,Intermediate,13,16,18,03/03/2023,Ongoing,30/04/2024,83.3,16,33,21,91.1,Quiz,93.29,,76.96,3
James Robinson,33,Male,Region VII,Broadband,College,Employed,Laptop,5.4,Personal Interest,1,Data Science Fundamentals,Cybersecurity,Beginner,30,5,23,03/12/2022,Completed,02/04/2022,39.4,22,38,18,107,,51.66,77.25,48.81,2
Kenneth White,54,Prefer not to say,NCR,Broadband,High School,student,Laptop,1.2,Skill Upgrade,4,Data Science Fundamentals,Business,Intermediate,16,5,15,15/09/2024,COMPLETED,10/12/2024,174.9,22,20,12,,Final Exam,1734.48,64.56,38.5,1
Brooke Miller,52,Female,NCR,Mobile,high school,Employed,Tablet,15.9,Skill Upgrade,2,Cloud Computing Basics,Science,Beginner,,15,20,25/05/2022,Completed,13/07/2023,155.6,23,11,19,162.4,Assignment,64.64,51.47,45.25,4
Kaitlin Anderson,34,Female,NCR,N/A,college,Student,Laptop,11.7,Academic Requirement,5,Python for Beginners,,basic,16,3,13,15/02/2023,Dropped,,136,27,34,30,129.2,Final Exam,39.3,95.64,53.67,2
Travis King,44,Female,,Broadband,High School,Unemployed,Laptop,11.8,Academic Requirement,6,UI/UX Design Principles,DATA SCIENCE,Beginner,-17,11,11,03/07/2022,Ongoing,08/08/2023,23.3,,44,,43.7,Quiz,,51.74,76.72,4
Brianna James,23,Male,Region II,Limited,High School,Employed,desktop,,Career Change,5,Cloud Computing Basics,IT,Beginner,11,4,19,02/07/2023,Dropped,14/03/2024,82.5,,49,1,68.4,Quiz,99.09,83.74,99.97,1
Cristian Reynolds,28,Male,NCR,Mobile,College,Employed,Tablet,2.8,Academic Requirement,4,Digital Marketing,Arts,mid,6,11,7,30/07/2023,Completed - No Certificate,05/04/2023,35.6,8,45,12,51.9,Quiz,53.79,75.76,87.51,1
Jennifer Maddox,,Female,,Mobile,College,Student - full time,Laptop,,Skill Upgrade,10,Data Science Fundamentals,Arts,,24,,16,19/01/2024,Dropped,13/09/2024,170.1,5,-46,27,101.6,Assignment,39.37,46.02,79.58,3
Heidi Cabrera,36,Male,Region VII,Mobile,High School,Unemployed,Laptop,12.1,Personal Interest,13,Business Analytics,Cybersecurity,expert,26,20,4,25/06/2024,Completed,26/09/2024,97.9,30,15,26,165.3,test,85.7,88.09,85.58,
Steven Cook,48,Male,NCR,Limited,College,Working professional,Mobile,8.3,Career Change,7,UI/UX Design Principles,IT,expert,21,17,-15,23/08/2022,Ongoing,27/04/2022,68.4,23,36,4,145.3,Quiz,2501.6,87.92,97.65,3
Jesse Leonard,32,Male,Region III,Limited,Graduate,Employed,Desktop,13.8,Skill Upgrade,11,Machine Learning A-Z,Math,INTERMEDIATE,14,20,10,14/07/2022,Completed,29/08/2024,49.5,5,,18,156.1,Quiz,69.13,63.33,-56.95,1
Mark King,20,Female,Region III,Mobile,Graduate,Student,Tablet,,Career Change,12,Cybersecurity Essentials,Business,advanced,30,8,11,22/09/2023,In-progress,22/11/2022,113.2,20,1170,14,28.9,Assignment,53.66,40.43,83.98,2
Christopher Bowman,20,female,Region V,Broadband,graduate,Student,Mobile,12.6,Career Change,7,Business Analytics,science,Intermediate,17,4,16,15/11/2023,Completed,20/04/2024,162.1,12,16,21,142.8,Quiz,49.92,87.29,-97.95,
Justin Campbell,24,Female,Region II,Broadband,,Student,Desktop,1.3,Academic Requirement,5,Data Science Fundamentals,Science,Beginner,26,5,19,18/03/2022,Dropped,24/09/2024,99.7,28,0,17,175.5,Quiz,4243.08,50.34,70.25,5
John Jones,26,female,NCR,Broadband,Post Graduate,employed,Desktop,14.8,Skill Upgrade,5,UI/UX Design Principles,Business,Beginner,11,8,24,11/01/2023,Completed,03/06/2023,101,8,18,30,92,Quiz,52.97,78.95,62.94,4
Jeffrey Sims,25,male,Region III,Limited,College,Student,smartphone,18.5,Skill Upgrade,0,Data Science Fundamentals,IT,BEGINNER,22,14,22,28/10/2022,Completed - No Certificate,01/12/2022,108.3,23,39,18,69,assignment,34.46,87.76,51.62,2
Carl Baldwin,51,M,NCR,Limited,Graduate,Employed,Desktop,17.4,Personal Interest,12,Data Science Fundamentals,Business,Beginner,9,5,6,16/02/2022,Completed,10/11/2022,27.2,22,4,20,59.4,Final Exam,,98.59,-93.09,2
Tammy Smith,37,MALE,ncr,Broadband,Highschool,Unemployed,tablet,5,Career Change,14,Web Development Bootcamp,IT,mid,9,10,9,20/11/2022,completed,15/07/2024,80,11,1,1,77.1,Quiz,53.5,63.41,78.11,1
Daniel Gonzales,21,Male,NCR,Mobile,High School,Working professional,Phone,15.1,Academic Requirement,8,Cybersecurity Essentials,IT,Beginner,19,15,15,30/07/2024,Dropped,11/05/2023,120.6,11,45,10,171.7,Final Exam,79.13,47.09,51.81,1
Kim Foster,54,N/A,Region XI,Mobile,College,Employed,Desktop,,Skill Upgrade,12,Business Analytics,Business,ADVANCED,30,5,14,18/05/2022,Ongoing,05/07/2022,24,24,6,20,118.5,Quiz,67.82,80.17,49.32,2
Gary Davis,51,Male,Region II,Mobile,Graduate,Student,Tablet,-6.4,Skill Upgrade,12,Cloud Computing Basics,IT,Beginner,27,15,11,03/08/2023,In-progress,13/08/2024,96.3,21,5,,75.7,Assignment,46.67,93.32,97.33,3
Elizabeth Escobar,34,Female,Region XI,mobile,Graduate,Employed,Mobile,16.5,N/A,,Data Science Fundamentals,Math,Beginner,20,20,16,28/01/2023,Ongoing,14/11/2023,125,24,48,2,55.4,Quiz,69.31,40.42,41.13,2
Stephanie Clayton,-18,Male,CAR,Mobile,High School,Unemployed,Laptop,5.1,Personal Interest,-1,UI/UX Design Principles,Arts,Advanced,,20,20,10/05/2022,Completed,02/06/2022,118.2,16,50,17,166.5,Final Exam,53.65,,76.23,5
Chelsea Pearson,39,Male,Region I,Mobile,College,Unemployed,Laptop,15.6,skill upgrade,8,Data Science Fundamentals,Arts,Advanced,23,15,5,06/04/2023,Completed,30/12/2024,120.8,8,20,13,72.4,assignment,42.62,77.62,80.11,4
Melissa Mcdaniel,-22,Male,Region V,Mobile,College,Student - full time,Laptop,12,Skill Upgrade,0,Cloud Computing Basics,Business,Intermediate,21,16,22,23/01/2024,Completed - No Certificate,20/12/2022,115.6,17,25,9,25.7,Final Exam,-31.84,41.36,82.2,3
Kimberly Ballard,54,Female,Region VII,Broadband,High School,Employed,Laptop,4.8,Personal Interest,6,Mobile App Development,Math,Beginner,21,13,18,07/08/2023,Completed,28/11/2023,46.8,14,38,3,12.4,Quiz,51.56,76.49,70.95,1
Chloe Garza,31,Male,CAR,N/A,College,employed,Desktop,5.7,career change,9,Mobile App Development,Science,Beginner,5,15,5,,Ongoing,12/09/2024,96.6,16,0,28,95.8,Quiz,39.98,58.4,58.86,5
Laura Wilkinson,39,Male,Region IV-A,Mobile,college,Student,Laptop,13.9,CAREER CHANGE,3,Data Science Fundamentals,Arts,Intermediate,23,14,12,29/12/2023,Dropped,09/05/2022,82.9,8,23,13,68.4,Quiz,47.44,56.52,57.1,2
Curtis Contreras,53,male,Region VII,Limited,Post Graduate,Student,Laptop,2.6,Career Change,10,Digital Marketing,Arts,,20,8,15,07/04/2024,Completed,09/04/2024,73.2,4,21,5,150.6,Assignment,31.26,48.33,58,5
Barry White,27,female,Region VII,Broadband,college,Unemployed,desktop,,Skill Upgrade,4,Mobile App Development,Programming,Beginner,28,11,15,05/04/2024,Completed,11/11/2023,99.4,29,9,12,87.7,Quiz,47.53,41.15,4968.81,1
Andrea Nelson,32,Female,Region I,Mobile,High School,Student,Mobile,4.2,Personal Interest,15,Data Science Fundamentals,Arts,Advanced,28,16,4,24/08/2024,Ongoing,16/12/2022,41,27,32,23,135.4,project,92.8,85.48,65.71,3
Peter Walker,55,Male,Region III,mobile,High School,Unemployed,mobile,17.1,Academic Requirement,0,Python for Beginners,Arts,Beginner,23,4,23,06/10/2023,Ongoing,24/05/2022,136.3,1,43,28,69.3,Quiz,64.91,48.69,35.01,3
Jennifer Smith,36,Male,Region V,Broadband,college,Employed,Mobile,15.6,Skill Upgrade,12,Cybersecurity Essentials,Science,Intermediate,25,10,7,20/09/2022,dropped,24/09/2023,71.3,18,46,21,47.3,Final Exam,44.42,72.49,73.79,3
Jennifer Wood,42,N/A,Region XI,mobile,College,Employed,Laptop,,Career Change,10,Mobile App Development,IT,Intermediate,12,17,24,12/01/2022,Completed - No Certificate,28/04/2022,118.9,28,4,0,99.4,Final Exam,71.9,68.89,98.04,5
Karen Kelley,35,male,ncr,Broadband,High School,Student,Laptop,10.2,Personal Interest,3,Data Science Fundamentals,Business,beginner,15,6,17,30/06/2024,Dropped,21/05/2022,62.3,2,21,0,97.6,Quiz,54.6,99.67,-48.02,4
Adam Reyes,16,Male,Region XI,mobile data,College,Unemployed,Laptop,14.6,Skill Upgrade,2,Digital Marketing,Business,Beginner,22,13,17,28/01/2022,Completed,13/06/2023,78.3,21,7,23,140.8,Quiz,60.44,62.96,98.88,5
Frank Melton,51,Female,Region X,Mobile,High School,employed,Mobile,1.4,career change,3,Digital Marketing,Cybersecurity,Intermediate,27,11,13,11/08/2024,Completed,22/01/2022,50.9,,14,29,119.1,project,96.4,,61.42,1
Stephanie Johnson,54,Female,Region XI,Mobile,Graduate,Employed,Mobile,1.1,Academic Requirement,9,Cybersecurity Essentials,Science,Intermediate,8,6,20,23/06/2023,Dropped,16/09/2023,38.5,10,47,7,143,Final Exam,73.95,80.66,56.86,-1
Eric Howard,21,Male,Region X,Mobile,College,Student,N/A,17,CAREER CHANGE,11,Cybersecurity Essentials,Science,Advanced,9,16,6,06/12/2022,In-progress,13/07/2023,46,10,26,20,29.5,Assignment,57.86,87.35,80.07,
Linda Kelly,32,Female,n/a,Broadband,Graduate,student,Laptop,8,Skill Upgrade,5,Business Analytics,Arts,Beginner,28,16,20,01/03/2024,Completed,21/05/2024,120.8,14,20,16,52.4,Quiz,57.05,85.55,92.08,5
Elizabeth Graham,43,female,Region V,Mobile,College,Unemployed,Mobile,18.5,Skill Upgrade,11,Python for Beginners,IT,Intermediate,24,7,13,24/11/2023,Completed - No Certificate,18/04/2022,-128.9,25,34,5,43.4,Final Exam,66.28,97.65,38.59,5
Christine Hicks,32,Female,Region XII,Mobile,College,Unemployed,Laptop,13.7,Academic Requirement,14,UI/UX Design Principles,Arts,Intermediate,5,12,20,16/02/2023,Completed,26/06/2022,46.4,12,50,6,20.9,Assignment,47.84,77.22,65.8,2
Tina Robertson,23,male,N/A,Mobile,College,Unemployed,Laptop,13,Skill Upgrade,8,UI/UX Design Principles,IT,,24,15,4,30/08/2024,,11/10/2022,88.8,24,18,14,152.8,Assignment,81.53,75.79,89.46,2
Justin Gallegos,35,Female,N/A,broadband,College,Employed,Mobile,2.5,Skill Upgrade,3,Machine Learning A-Z,,beginner,23,16,12,14/09/2024,Completed,05/12/2022,134.8,22,5,5,107.7,Quiz,56.73,83.03,41.75,4
Chad Randall,41,,CARAGA,Mobile,College,Working professional,Laptop,19.8,Skill Upgrade,5,Data Science Fundamentals,IT,Beginner,27,12,21,09/09/2022,COMPLETED,29/11/2022,177.9,14,10,29,36.9,Quiz,37.08,91.29,33.93,3
Lori Russell,19,Non-binary,NCR,Mobile,Graduate,Student,Laptop,14.4,Skill Upgrade,12,Machine Learning A-Z,IT,Intermediate,13,9,13,24/08/2024,Completed,24/04/2024,13.9,16,46,7,135.3,ASSIGNMENT,51.29,44.55,50.66,1
Jessica Buchanan,46,Male,CAR,Mobile,College,Student,Mobile,15.1,Personal Interest,1,UI/UX Design Principles,Business,Beginner,12,16,6,18/06/2023,Dropped,01/09/2024,142.5,30,28,4,62,Final Exam,95.66,33.59,91.75,1
Dustin Lyons,33,Male,Region VII,Mobile,College,Employed,Desktop,-18.6,Skill Upgrade,8,Cybersecurity Essentials,IT,Beginner,12,5,22,15/02/2023,dropped,08/03/2024,54,1,16,6,98.6,assignment,67.07,96.54,68.62,4
Jenny Mcdonald,,Male,NCR,Broadband,High School,employed,Laptop,13.8,Academic Requirement,15,Mobile App Development,Arts,Beginner,11,-6,4,,Completed,26/01/2024,97.8,20,15,14,74.8,Final Exam,42.24,93.31,-73.61,2
Sheila Moore,32,N/A,Region IV-A,Broadband,High School,Freelancer,Laptop,10.9,Academic Requirement,11,Cloud Computing Basics,Business,Intermediate,29,17,19,04/08/2022,Dropped,17/09/2022,15.2,18,22,8,161.5,exam,61.88,91.52,46.09,
Allison Johnson,16,Female,Region III,Mobile,College,Working professional,Mobile,3.7,Skill Upgrade,11,Digital Marketing,IT,Intermediate,12,13,17,01/03/2023,Dropped,17/01/2024,125.7,4,37,5,134.5,Assignment,47.32,32.35,81.48,5
Danielle Carter,22,Male,CAR,Mobile,College,Student,,14.8,Career Change,5,Python for Beginners,Business,Intermediate,10,3,,04/05/2024,Dropped,29/01/2023,32.1,16,0,10,75.9,Quiz,,41.49,74.39,3
Sarah Contreras,23,Male,Region XI,Mobile,College,Employed,Laptop,6.4,Skill Upgrade,1,Cybersecurity Essentials,Math,intermediate,15,12,11,15/02/2024,Dropped,26/06/2022,34.6,23,12,29,64.3,Assignment,44.11,34.86,,5
Daniel Mitchell,-43,Male,Region IX,Mobile,College,Employed,Laptop,-9.5,N/A,9,Data Science Fundamentals,Business,Beginner,8,9,7,20/03/2023,In-progress,11/05/2024,51.6,26,17,9,37,assignment,81.52,90.46,97.09,1
Andrew Beck,53,Female,Region III,Limited,High School,Employed,Desktop,11.8,Career Change,-10,Business Analytics,Business,Beginner,,3,18,20/10/2023,Dropped,17/07/2024,3155,6,29,20,173.3,assignment,3997.72,97.96,77.15,1
Hayden Rogers,19,Male,NCR,Limited,College,Student,Tablet,6.1,Personal Interest,9,Python for Beginners,Science,Intermediate,16,17,4,12/12/2024,In-progress,05/07/2022,174.4,5,35,22,25.2,Quiz,48.46,76.32,79.13,1
William Moody,50,Male,NCR,Mobile,College,Unemployed,Laptop,11,Skill Upgrade,15,Business Analytics,Math,Intermediate,20,8,11,06/07/2023,Completed,20/06/2022,149.2,14,48,24,,Quiz,,78.45,95.17,3
Tiffany Weber,35,Male,Region XI,Broadband,Graduate,Student,Phone,19.4,Personal Interest,15,Web Development Bootcamp,,Intermediate,17,11,4,18/05/2022,Dropped,25/05/2022,7749,9,6,3,171.8,,55.98,-90.2,49.3,1
Bianca Moss,37,Male,Metro Manila,Broadband,Graduate,Employed,N/A,8.9,Career Change,2,Web Development Bootcamp,it,Intermediate,29,18,14,05/09/2024,Dropped,07/03/2023,10.9,28,6,3,153.8,Assignment,76.82,40.54,38.99,1
Helen Kirk,-29,Male,Region V,Broadband,High School,employed,desktop,7.2,Career Change,12,UI/UX Design Principles,Business,Beginner,8,5,24,26/05/2023,Completed,31/03/2022,25.3,,0,16,-154.6,Final Exam,85.88,47.78,32.39,3
Rickey Reed,49,Female,Region III,Broadband,High School,unemployed,laptop,14.8,Skill Upgrade,7,Web Development Bootcamp,Cybersecurity,beginner,11,,6,04/10/2023,Completed,23/03/2022,,30,37,10,-24.7,Assignment,73.68,38.48,46.43,3
Larry Baker,40,Female,Region IV-A,Mobile,Graduate,Student,Laptop,17,Skill Upgrade,13,Cloud Computing Basics,Math,beginner,11,8,22,04/03/2023,Completed,11/02/2023,97.8,12,21,,62.3,Assignment,52.66,94.57,,4
Edwin Morris,45,FEMALE,NCR,limited,high school,Working professional,Laptop,11.9,Personal Interest,5,Python for Beginners,science,Beginner,30,13,10,02/08/2022,Ongoing,04/03/2023,24.6,16,5,16,,Assignment,66.82,42.31,88.46,3
Thomas Rodriguez,38,Prefer not to say,Region VI,Limited,high school,Unemployed,,,Career Change,9,Cybersecurity Essentials,IT,Intermediate,9,5,21,21/11/2023,Dropped,22/08/2024,29.8,,,6,,Assignment,81.12,75.02,33.22,4
Adrian Allen,55,FEMALE,NCR,Broadband,graduate,Employed,mobile,4.8,Skill Upgrade,5,Mobile App Development,Business,advanced,25,13,13,01/06/2023,Completed,,,19,9,14,168.6,Quiz,87.93,72.53,94.25,4
Mary Baker,34,M,Region III,Broadband,Graduate,employed,Laptop,11.8,Skill Upgrade,1,Mobile App Development,Science,Beginner,17,14,15,24/11/2023,Completed,24/08/2024,57.2,26,44,25,10.7,Assignment,,32.47,58.24,1
Joseph Ortiz,42,Female,Region IV-A,wifi,Highschool,Student,Laptop,15.2,Personal Interest,5,Web Development Bootcamp,IT,Beginner,20,6,15,02/06/2022,ongoing,22/08/2022,131.5,23,24,25,36.5,Quiz,50.35,50.65,64.76,3
Drew Smith,38,Male,N/A,limited,College,Student,Mobile,2.1,Academic Requirement,6,Mobile App Development,IT,Intermediate,17,-19,22,12/04/2024,Completed,16/06/2023,110.9,3,3,20,18.2,Quiz,56.52,69.17,98.97,4
Alan Nunez,45,Female,Region XI,Broadband,graduate,Student,Laptop,18.6,Personal Interest,2,UI/UX Design Principles,IT,intermediate,25,9,,,Ongoing,09/12/2023,73.4,16,33,11,60.9,Assignment,45.59,66.96,71.55,4
Holly Johnson,30,female,N/A,Mobile,College,Freelancer,desktop,18.7,Skill Upgrade,3,Cloud Computing Basics,IT,Beginner,8,16,12,28/01/2024,Ongoing,06/08/2023,171,6,34,20,142,quiz,90.1,50.53,,5
Lori Davis,48,Prefer not to say,Region X,Broadband,Graduate,Student,Mobile,15.2,CAREER CHANGE,5,Data Science Fundamentals,Science,Beginner,25,10,21,15/02/2022,Ongoing,26/12/2023,121.8,13,43,10,110.9,Assignment,74.15,65.04,51.37,1
Jessica Cisneros,37,Male,Region XI,Limited,College,Employed,Laptop,9.3,Career change or promotion,7,Digital Marketing,Science,Beginner,27,4,4,14/01/2022,Completed,14/08/2023,98.4,2,19,14,113,Quiz,86.17,77.54,46.86,5
Tracey Castillo,18,female,Region XI,Limited,Graduate,student,,10,Career Change,14,Mobile App Development,IT,Intermediate,11,9,21,30/06/2023,Completed,31/01/2024,128.9,16,1,14,69.7,Quiz,84.04,51.5,54.9,5
Regina Norris,23,female,Region XI,broadband,College,Unemployed,Desktop,14.8,Career Change,9,Python for Beginners,Arts,Beginner,29,10,23,29/12/2022,Completed,03/04/2024,64.8,26,37,11,1287,Quiz,66.38,63.91,46.1,2
Nathan Reid,47,Male,Region XI,Broadband,Graduate,Student,Desktop,,Academic Requirement,5,Machine Learning A-Z,IT,Advanced,15,12,18,23/07/2023,Completed,05/11/2023,119.5,27,12,9,154.6,Quiz,85.42,50.29,85.04,4
Paul Best,,Male,Region IV-A,Mobile,College,Freelancer,Desktop,8.1,Skill Upgrade,9,Python for Beginners,Math,Intermediate,5,6,24,07/11/2023,Completed,27/03/2023,,528,8,10,166.5,quiz,53.56,66.6,98.07,1
Tiffany Ashley,,Female,NCR,Limited,Highschool,Employed,Mobile,17.4,Skill Upgrade,10,Mobile App Development,IT,beginner,12,9,20,12/05/2023,Ongoing,11/10/2024,179.9,3,24,22,177,exam,72.66,39.85,51.85,-4
Michele Williams,46,non-binary,Region XI,Broadband,Graduate,Unemployed,Laptop,12.9,Career Change,8,Cybersecurity Essentials,Math,Beginner,20,20,14,10/09/2023,Ongoing,14/02/2022,126.8,23,19,30,80.4,Quiz,32.45,-79.21,3561.8,4
Stephanie Khan,43,Female,Region XII,Mobile,college,Employed,Desktop,5.6,Earn a certificate,9,Cloud Computing Basics,Science,Beginner,14,4,21,31/07/2022,Dropped,13/04/2022,23.2,6,24,27,151.4,Quiz,50.52,70.63,60.98,5
Curtis Brown,,Prefer not to say,Region VII,Broadband,GRADUATE,Student,Mobile,16.6,Academic Requirement,0,Machine Learning A-Z,Arts,Beginner,24,19,13,15/11/2022,In-progress,29/12/2022,143,13,18,22,48.9,Assignment,73.08,35.21,59.02,4
